1A5
421
8
Time,Channel A,Channel B
(ms),(V),(V)
0.06373397,2.55613300,2.56382300
0.06373597,2.55674800,2.56290000
0.06373797,2.55751700,2.56197700
0.06373997,2.55859400,2.56090100
0.06374197,2.55982400,2.55967000
0.06374397,2.56136200,2.55813200
0.06374597,2.56290000,2.55659400
0.06374797,2.56489900,2.55474900
0.06374997,2.56689800,2.55259600
0.06375197,2.56920500,2.55059700
0.06375397,2.57166600,2.54798200
0.06375597,2.57443400,2.54552200
0.06375797,2.57720200,2.54306100
0.06375997,2.58012400,2.54013900
0.06376197,2.58304600,2.53721700
0.06376397,2.58627600,2.53414100
0.06376597,2.58935200,2.53091200
0.06376797,2.59273500,2.52752800
0.06376997,2.59627200,2.52429900
0.06377197,2.59980900,2.52076100
0.06377397,2.60334600,2.51691700
0.06377597,2.60719100,2.51353300
0.06377797,2.61088200,2.50968900
0.06377997,2.61457300,2.50615200
0.06378197,2.61857200,2.50246100
0.06378397,2.62257000,2.49877000
0.06378597,2.62656900,2.49477100
0.06378797,2.63041300,2.49061900
0.06378997,2.63441200,2.48692800
0.06379197,2.63841000,2.48308300
0.06379397,2.64256300,2.47893100
0.06379597,2.64656100,2.47477900
0.06379797,2.65040600,2.47078000
0.06379997,2.65440400,2.46678100
0.06380197,2.65840300,2.46293700
0.06380397,2.66209400,2.45893800
0.06380597,2.66609200,2.45524700
0.06380797,2.67009100,2.45124900
0.06380997,2.67378200,2.44755800
0.06381197,2.67762700,2.44386700
0.06381397,2.68131800,2.43986800
0.06381597,2.68500900,2.43617700
0.06381797,2.68885300,2.43233300
0.06381997,2.69239000,2.42848800
0.06382197,2.69608100,2.42479700
0.06382397,2.69961900,2.42110600
0.06382597,2.70315600,2.41710800
0.06382797,2.70669300,2.41326300
0.06382997,2.71023000,2.40972600
0.06383197,2.71376700,2.40588100
0.06383397,2.71776600,2.40203600
0.06383597,2.72145700,2.39834500
0.06383797,2.72499400,2.39434700
0.06383997,2.72853100,2.39065600
0.06384197,2.73237600,2.38665700
0.06384397,2.73591300,2.38296600
0.06384597,2.73945000,2.37896800
0.06384797,2.74314100,2.37527700
0.06384997,2.74667800,2.37158600
0.06385197,2.75021500,2.36758700
0.06385397,2.75406000,2.36389600
0.06385597,2.75775100,2.36020500
0.06385797,2.76159600,2.35651400
0.06385997,2.76528700,2.35267000
0.06386197,2.76897800,2.34882500
0.06386397,2.77282200,2.34513400
0.06386597,2.77651300,2.34113600
0.06386797,2.78020400,2.33744500
0.06386997,2.78404900,2.33344600
0.06387197,2.78774000,2.32960100
0.06387397,2.79158500,2.32544900
0.06387597,2.79527600,2.32145000
0.06387797,2.79927400,2.31745200
0.06387997,2.80311900,2.31330000
0.06388197,2.80711700,2.30930100
0.06388397,2.81111600,2.30530300
0.06388597,2.81511400,2.30115000
0.06388797,2.81895900,2.29699800
0.06388997,2.82295800,2.29300000
0.06389197,2.82695600,2.28915500
0.06389397,2.83095500,2.28546400
0.06389597,2.83480000,2.28146500
0.06389797,2.83879800,2.27746700
0.06389997,2.84279700,2.27346800
0.06390197,2.84679500,2.26962400
0.06390397,2.85064000,2.26547100
0.06390597,2.85463800,2.26162600
0.06390797,2.85863700,2.25762800
0.06390997,2.86278900,2.25347600
0.06391197,2.86678800,2.24963100
0.06391397,2.87063200,2.24563200
0.06391597,2.87463100,2.24163400
0.06391797,2.87862900,2.23778900
0.06391997,2.88278200,2.23409800
0.06392197,2.88678000,2.22994600
0.06392397,2.89062500,2.22594700
0.06392597,2.89462400,2.22179500
0.06392797,2.89862200,2.21795000
0.06392997,2.90277400,2.21395200
0.06393197,2.90692700,2.20995300
0.06393397,2.91092500,2.20610900
0.06393597,2.91492400,2.20195600
0.06393797,2.91876800,2.19795800
0.06393997,2.92276700,2.19411300
0.06394197,2.92676500,2.19011400
0.06394397,2.93076400,2.18596200
0.06394597,2.93460900,2.18211700
0.06394797,2.93860700,2.17811900
0.06394997,2.94260600,2.17412000
0.06395197,2.94675800,2.17042900
0.06395397,2.95075700,2.16627700
0.06395597,2.95460100,2.16243200
0.06395797,2.95875400,2.15843400
0.06395997,2.96275200,2.15443500
0.06396197,2.96675100,2.15059100
0.06396397,2.97105700,2.14643800
0.06396597,2.97505500,2.14228600
0.06396797,2.97951500,2.13828700
